"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez"
"ENSMUSG00000073643",1107.91569108427,0.714880450041688,0.0666629409670064,10.723806055834,7.86968160329403e-27,6.18127718658731e-25,"Wdfy1","69368"
"ENSMUSG00000067149",174.781909286665,0.681141333172145,0.161199518525778,4.22545513411829,2.38458332836158e-05,0.000265324269304006,"Jchain","16069"
"ENSMUSG00000054612",105.680485692052,0.670024231088502,0.186252548625943,3.59739630964263,0.000321418563315676,0.00257851103718425,"Mgmt","17314"
"ENSMUSG00000070526",92.2391607327197,0.664195306370888,0.201953589725941,3.28885120226002,0.00100597191353144,0.00702067635937934,"Peg12","27412"
"ENSMUSG00000039395",900.292177669707,0.635899541255237,0.0720787611149445,8.82228733428371,1.12145041735183e-18,5.83694675055408e-17,"Mreg","381269"
"ENSMUSG00000056666",394.962374603315,0.632856168964473,0.093366707370333,6.77817807641314,1.21700791406981e-11,3.31701841563507e-10,"Retsat","67442"
"ENSMUSG00000049971",536.925908009953,0.631304066412253,0.0864347170756268,7.30382521944148,2.79699663118891e-13,9.1192644881027e-12,"Glt1d1","319804"
"ENSMUSG00000025466",90.863856725541,0.626851980978857,0.195586756028508,3.20498173653174,0.0013507105084981,0.00895636131498359,"Fuom","69064"
"ENSMUSG00000032827",153.988215728578,0.62596105391143,0.182412668832097,3.43156567972589,0.000600107794693947,0.00452042837502677,"Ppp1r9a","243725"
"ENSMUSG00000040152",116726.660546926,0.621522791992908,0.0820872929345491,7.57148603363578,3.68978745605475e-14,1.33948586639971e-12,"Thbs1","21825"
"ENSMUSG00000001089",333.330510505249,0.614447009807127,0.111190175285949,5.52609084594883,3.27444624966362e-08,6.01940757384972e-07,"Luzp1","269593"
"ENSMUSG00000026837",273.537325997389,0.611651220888345,0.124708431825288,4.90465008609238,9.3594034513087e-07,1.35452673064166e-05,"Col5a1","12831"
"ENSMUSG00000025037",287.650528076202,0.606921460608958,0.116094251778372,5.22783386181423,1.71507515275708e-07,2.81715766536524e-06,"Maoa","17161"
"ENSMUSG00000066894",143.953898785756,0.592601771194066,0.169183478029135,3.5027165660468,0.000460539232807021,0.00358797021772107,"Vsig10","231668"
"ENSMUSG00000039765",90.5344601826456,0.592496325314453,0.223150178588928,2.65514609515912,0.00792740673403519,0.0391877033924186,"Cc2d2a","231214"
"ENSMUSG00000046916",95.6638370228665,0.588349047204817,0.202627545253008,2.90359855305054,0.0036890084497064,0.020768813205019,"Myct1","68632"
"ENSMUSG00000038295",251.943817506446,0.587920970992563,0.118099527295878,4.97818225402062,6.4184204868977e-07,9.51203310579693e-06,"Atg9b","213948"
