"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez"
"ENSMUSG00000055013",715.276772230037,-0.578815731960757,0.0707392856883684,-8.18238021953805,2.78291322011388e-16,1.26768564071249e-14,"Agap1","347722"
"ENSMUSG00000055322",342.275425750787,-1.59796201873793,0.119827684782862,-13.3354994017749,1.43887906116461e-40,2.06588151266603e-38,"Tns1","21961"
"ENSMUSG00000055407",79.4030467809569,-1.00938443488706,0.214278972858871,-4.71060889185734,2.46977796488438e-06,3.48268095167327e-05,"Map6","17760"
"ENSMUSG00000055629",83.3649271681818,-0.503878856425534,0.212564055140079,-2.37048007055322,0.0177650016502956,0.0769032232243952,"B4galnt4","330671"
"ENSMUSG00000055653",69.8839383323428,-0.86635761181473,0.219925248164936,-3.9393276535716,8.17102751098623e-05,0.000819350864487889,"Gpc3","14734"
"ENSMUSG00000055723",64.902410401793,-0.690387488824709,0.236730582714873,-2.91634262420684,0.00354161342807,0.0211071250593656,"Rras2","66922"
"ENSMUSG00000055926",15.9571599012486,-1.20911711722815,0.490527956384351,-2.46493008500569,0.0137039988521333,0.062733861411988,"Gm14137","623781"
"ENSMUSG00000056025",222.491588200215,-0.999288867445387,0.141921937044549,-7.04111632250138,1.9070571155356e-12,6.31862700238298e-11,"Clca3a1","12722"
"ENSMUSG00000056091",865.805767019187,-0.548327710686133,0.0840512777884221,-6.52372843237922,6.85808332114834e-11,1.91138816327064e-09,"St3gal5","20454"
"ENSMUSG00000056476",186.703375801725,-0.628045342987586,0.137880484215303,-4.55499809535685,5.23860529865018e-06,7.05128179119448e-05,"Med12l","329650"
"ENSMUSG00000057123",147.681571538609,-1.88857975031159,0.175485851429434,-10.7620057966384,5.20252808526352e-27,4.74030347461126e-25,"Gja5","14613"
"ENSMUSG00000057137",74.1732388738977,-0.536311217928766,0.219584336202041,-2.44239287375809,0.0145902590819224,0.0659515664267535,"Tmem140","68487"
"ENSMUSG00000057182",60.1969616034417,-4.8794721854587,0.479470388090208,-10.1767957034725,2.51713763036632e-24,1.92358033752833e-22,"Scn3a","20269"
"ENSMUSG00000057337",102.186870907547,-0.906468724286077,0.178442696572881,-5.07988694239359,3.77659554314182e-07,6.13842527732623e-06,"Chst3","53374"
"ENSMUSG00000057914",95.5594258204955,-0.57389864588275,0.181251879322326,-3.16630452621222,0.00154389072152904,0.0105024468608824,"Cacnb2","12296"
"ENSMUSG00000058486",691.220596064276,-0.790611268823627,0.076588727150563,-10.3228150961354,5.55695322700673e-25,4.53945592923412e-23,"Wdr91","101240"
"ENSMUSG00000059089",478.000102090143,-0.97402802174302,0.0987369410346367,-9.86487946189595,5.91053969889358e-23,4.24305107475118e-21,"Fcgr4","246256"
